layers,loss_mean,loss_std,val_ans_recall_100_mean,val_ans_recall_100_std,val_triple_recall_100_mean,val_triple_recall_100_std
0,0.00590951370839488,0.0033910688875217654,0.934080770658071,0.010906202026230417,0.8794379716454506,0.014420968403683166
1,0.00493057018784278,0.00039304498509302186,0.9454491154171356,0.004775263451265427,0.883786617609392,0.003411067913480246
2,0.005037540809776044,0.0005754058596920627,0.9434259738207287,0.007849155406147456,0.8749843729665191,0.005359163021302331
